LABEL,Date,Source,Title,Headline
trump,2/28/2024,NPR,Michigan could help decide the presidency But many there aren t excited to vote,spoke autoworkers college students Black churchgoers Detroit area about general election Many aren excited about their likely choices with some unsure they vote
trump,2/20/2024,Time,Nikki Haley Vows to Stay in Presidential Race I Refuse to Quit,Ahead expected loss South Carolina Nikki Haley vowed stay race through home state primary
trump,2/23/2024,ABC News,Trump files several motions to dismiss his classified documents case,Former President Trump legal team filed series motions dismiss classified documents case brought special counsel Jack Smith
trump,2/23/2024,ABC News,Ex Trump aide says photo refutes Biden impeachment witness s claims,lawyer White House aide Cassidy Hutchinson responding House impeachment witness Tony Bobulinski providing photo says refutes claims
trump,2/22/2024,Time,How Putin Co Opted the Republican Party,Trump Putin adoration position indistinguishable signs clear CPAC where Navalny death largely dismissed
trump,2/23/2024,NPR,Senate GOP campaign arm urges candidates to back IVF after Alabama court ruling,Concerned Republicans pointing polling that shows overwhelming majority voters support access fertility treatments Reproductive rights leading issue congressional races
trump,2/28/2024,Yahoo Entertainment,Trump fan who assaulted officers with a hockey stick on Jan sentenced to prison,None
trump,2/28/2024,Yahoo Entertainment,UPDATE Trump loses bid to pause million judgment in NY civil fraud case,None
trump,2/29/2024,Yahoo Entertainment,Hungary s Viktor Orb n to visit former president Donald Trump at Florida home next week,None
trump,2/28/2024,Yahoo Entertainment,See what Trump posted on social media in response to SCOTUS decision,None
trump,2/24/2024,Yahoo Entertainment,Melania Trump s I Really Don t Care Jacket Was A Message To Ivanka Trump New Book Claims,None
trump,2/19/2024,Yahoo Entertainment,Rumor Claims Sneaker Con Crowd Booed Trump and Chanted Let s Go Biden Here Are the Facts,None
trump,2/19/2024,Yahoo Entertainment,Chicago Ray walks back trucker NYC boycott but says leave Trump alone,None
trump,2/20/2024,Yahoo Entertainment,Supreme Court rejects appeal from Trump allied lawyers over election lawsuit in Michigan,None
trump,2/18/2024,Yahoo Entertainment,New presidential rankings place Obama in top Reagan and Trump below Biden,None
trump,2/22/2024,Yahoo Entertainment,A fight between pro Trump factions in Michigan undercuts Republicans in a key state,None
trump,2/19/2024,Yahoo Entertainment,GoFundMe Addresses Calls To Halt Donald Trump Fundraiser Launched To Pay M Fine,None
trump,2/25/2024,Yahoo Entertainment,Ex Trump aide Haley s South Carolina numbers are a five alarm fire,None
trump,2/27/2024,Yahoo Entertainment,Trump seeks to block Stormy Daniels Michael Cohen testimony at hush money trial,None
nikki haley,2/20/2024,BBC News,From friends to unhinged ex boss Haley s changed tune on Trump,Nikki Haley avoided mentioning former boss during first months that changed
nikki haley,2/22/2024,NPR,Haley says embryos are babies siding with Alabama court ruling that could limit IVF,Nikki Haley agreed with Alabama Supreme Court ruling that said frozen embryos considered children saying that that life
nikki haley,2/24/2024,NPR,Haley calls Trump s disgusting comments about Black people a huge warning sign,Nikki Haley says inflammatory comments Donald Trump made about Black people Friday more proof will hurt November general election
nikki haley,2/24/2024,Business Insider,Nikki Haley should be a natural fit for the South Carolina Lowcountry So why is Trump poised to win the region in the GOP primary,Donald Trump consolidation left Nikki Haley with fewer persuadable voters even region where years past would thrived
nikki haley,3/1/2024,NPR,Nikki Haley raises million in February as she marches toward Super Tuesday,conversation with reporters Friday Haley highlighted background accounting saying accountant stretches stretches stretches those dollars
nikki haley,2/22/2024,NPR,Nikki Haley says Biden is more dangerous than Trump but neither is fit for the job,interview with Nikki Haley says rematch between President Biden former President Donald Trump Biden bigger threat hoping presents voters with another option
nikki haley,2/22/2024,NPR,Haley says Biden is more dangerous than Trump Boeing ousts head of Max program,interview with Nikki Haley says rematch between Biden Trump Biden bigger threat Boeing removed executive charge troubled Boeing program
nikki haley,2/22/2024,Business Insider,Has Nikki Haley campaigned her way out of possibly becoming vice president,dropped earlier primary race have shot becoming Trump running mate anymore continues bash
nikki haley,2/25/2024,Business Insider,Nikki Haley said she only needed to get more than in her home state of South Carolina She just failed to hit that goal,Downplaying chances home state Haley said needed show momentum doing better than Hampshire
nikki haley,2/25/2024,Time,Trump Wins South Carolina s Republican Primary Beating Haley in Her Home State,Donald Trump South Carolina Republican primary Saturday easily beating former Ambassador Nikki Haley home state
nikki haley,2/20/2024,Time,Nikki Haley Vows to Stay in Presidential Race I Refuse to Quit,Ahead expected loss South Carolina Nikki Haley vowed stay race through home state primary
nikki haley,2/25/2024,ABC News,South Carolina Republican primary results Trump projected to beat Haley,Trump will defeat Nikki Haley South Carolina Republican primary News projects
nikki haley,2/24/2024,ABC News,SC preliminary exit polls GOP voters see Trump as more electable and fit than Haley,South Carolina Republican voters broadly Trump more electable than Nikki Haley according preliminary exit polls
nikki haley,2/22/2024,ABC News,Nikki Haley says Trump s jab at her husband cuts deep with military families,Nikki Haley discussed attacks husband received from former president saying that Trump comments offended military families
nikki haley,2/26/2024,ABC News,Koch backed group halts financial support for Nikki Haley,Americans Prosperity Action said will longer spend money behalf Nikki Haley presidential campaign
nikki haley,2/18/2024,ABC News,Haley calls out Trump s silence on Navalny Either he backs Putin or doesn t care,Nikki Haley Sunday attacked Trump silence wake death imprisoned Russian opposition leader Alexei Navalny
nikki haley,2/25/2024,ABC News,Haley s crushing defeat in SC shows she has no real path to catch Trump ANALYSIS,Nikki Haley dream scenario played nightmare South Carolina primary Saturday those wanted over Trump
nikki haley,2/20/2024,ABC News,Haley says she s not dropping out I feel no need to kiss the ring of Trump,Nikki Haley vowing stay Republican primary race despite being rejected voters early states continuing trail Trump polls
nikki haley,2/25/2024,The Atlantic,In South Carolina Nikki Haley s Bill Comes Due,state primary showed Donald Trump dominant still vulnerable
nikki haley,2/24/2024,ABC News,South Carolina primary Live results and analysis,analysts live blog updates results South Carolina primary Donald Trump enters contest with polling lead over former Nikki Haley
nikki haley,2/29/2024,Yahoo Entertainment,Nikki Haley can t win the Republican primary with But she can expose some of Trump s weaknesses,None
nikki haley,2/25/2024,Business Insider,reasons why Trump won the South Carolina GOP primary,Former President Trump cleaned with voters across South Carolina especially among suburbanites rural voters voters aged
nikki haley,2/20/2024,ABC News,As Haley vows to fight on Trump team says he s weeks from clinching GOP nomination,Trump aides already well securing Republican presidential nomination over Haley least March
nikki haley,2/23/2024,MarketWatch,South Carolina primary This chart shows Trump s lead over Haley heading into Saturday s vote,Voters South Carolina Republican presidential primary cast their ballots Saturday contest between former President Donald Trump rival Nikki Haley
nikki haley,2/26/2024,BBC News,Billionaire Koch brothers network stops Haley cash,decision Americans Prosperity Action another setback Haley after another Trump victory
nikki haley,2/26/2024,MarketWatch,Does Haley have the money to stay in the GOP race for Super Tuesday Absolutely one expert says,Nikki Haley looks likely remain Republican presidential race take part Super Tuesday primaries March even donors such Koch network stop their spending longshot according expert campaign finance
nikki haley,2/19/2024,ABC News,Trump uses brief comment on Navalny s death to claim his own political persecution,Trump says Navalny death makes aware what happening country
nikki haley,2/22/2024,Jezebel,Nikki Haley Says Embryos Are Babies After Posturing as a Moderate on Abortion,Wednesday interview with Vitali Republican presidential candidate Nikki Haley concurred with recent disturbing Alabama Supreme Court ruling that recognized embryos extrauterine children Embryos babies Haley said When
nikki haley,2/18/2024,Business Insider,Trump will likely run out of legal defense funds by summer report says,Donald Trump forced choose undesirable options continue legal defenses
nikki haley,2/27/2024,Business Insider,Kevin McCarthy says there s a real concern about Biden s ability to lead and interact with foreign leaders That would be on top of everything else,McCarthy while CNBC said point hoped that Biden didn interact with world leaders similar manner their personal interaction
nikki haley,2/21/2024,Politico,Major Alabama hospital stops IVF treatment after court rules embryos are children,Presidential candidate Nikki Haley agreed with ruling saying Wednesday that embryos babies
nikki haley,2/22/2024,BBC News,US clinic halts IVF as court says embryos are children,case stems from lawsuit brought three couples whose embryos were lost fertility clinic
nikki haley,2/28/2024,Politico,Trump marches to victory in Michigan primary though with a familiar note of caution,swept every primary Nikki Haley still notching large minority vote
nikki haley,2/25/2024,Politico,Trump scores easy knockout of Nikki Haley in South Carolina,former president which decisive that projected victor solely based voter survey came home state only major Republican rival Nikki Haley
nikki haley,2/19/2024,Theonion.com,Putin Claims Russia Would Prefer A Second Biden Term To Trump,interview with Russian state television Vladimir Putin claimed would prefer that Biden reelected over Donald Trump stating Biden more experienced more predictable politician formation What think Read more
nikki haley,2/18/2024,Business Insider,Handwringing over Biden s age has Democrats worried about a repeat of Ruth Bader Ginsberg s refusal to step down,Biden people worried repeat Ruth Bader Ginsburg mistake refuse step down despite high stakes this year election
nikki haley,2/25/2024,TMZ,Donald Trump Defeats Nikki Haley in Primary For Home State South Carolina,Donald Trump step closer White House destroying Nikki Haley another primary this time home state Saturday South Carolina primary been projected former president just minutes after polls officially
nikki haley,2/24/2024,Politico,Nikki Haley needs to change the South Carolina GOP to win Good luck,state open primary would technically allow candidate relying moderate liberal Trump opponents compete rarely ever worked
nikki haley,2/25/2024,Al Jazeera English,Trump breezes by Haley in South Carolina primary with eyes on Biden rematch,Former President Donald Trump secures decisive victory primary Nikki Haley pledges continue campaign
nikki haley,2/23/2024,NPR,Alabama lawmakers move to protect IVF massive leak reveals Chinese hacking operations,Alabama lawmakers propose bills clarify state Supreme Court ruling that frozen embryos children Leaked documents show Chinese company hacking operations Chinese government
nikki haley,2/27/2024,NPR,Michigan Democrats and Republicans wrap up their presidential primaries today,Both President Biden former President Donald Trump vying their party delegates Neither contest expected competitive even though state will general election
nikki haley,2/23/2024,NPR,Senate GOP campaign arm urges candidates to back IVF after Alabama court ruling,Concerned Republicans pointing polling that shows overwhelming majority voters support access fertility treatments Reproductive rights leading issue congressional races
nikki haley,2/26/2024,ABC News,Ronna McDaniel to resign as RNC chair days after Super Tuesday,Ronna McDaniel will step down from post chair Republican National Committee March
nikki haley,2/25/2024,Al Jazeera English,How Trump won South Carolina primary and why Nikki Haley isn t quitting yet,While outcome puts Trump closer clinching Republican nomination Haley vowed press explore
nikki haley,2/26/2024,Yahoo Entertainment,Analysis Trump struggles to unify Republicans ahead of matchup with Biden,from uniting Republican Party claims Donald Trump been unable over substantial bloc voters need take
nikki haley,2/22/2024,Politico,In South Carolina Haley is running hard on Russia,former ambassador seizing Alexei Navalny death persistent line attack Donald Trump
nikki haley,2/24/2024,Al Jazeera English,What s at stake for Nikki Haley in the South Carolina primary,loss Donald Trump eastern state former governor could prove fatal presidential campaign
nikki haley,2/18/2024,ABC News,Trump met with boos and chants while selling sneakers in Philadelphia,Trump with boos cheers Sneaker after York judge fined million wake lengthy fraud trial
nikki haley,2/28/2024,ABC News,Biden to undergo annual physical ahead of November election,Polls show majority Americans think serve second term
nikki haley,2/22/2024,Politico,Assholes come and go Trump isn t the future Sununu says,party forever just Sununu said
nikki haley,2/21/2024,Politico,Trump calls his civil fraud verdict a form of Navalny,former president compared legal entanglements death Russian opposition leader
nikki haley,2/27/2024,ABC News,things to watch in Michigan s presidential primary,Michigan primary Tuesday offering test voters anger with President Biden response Israel with Hamas Gaza
nikki haley,2/22/2024,Al Jazeera English,Nikki Haley says frozen embryos are babies in response to Alabama ruling,Republican presidential candidate comments seen endorsement controversial ruling Alabama Supreme Court
nikki haley,2/25/2024,The-sun.com,SHE S NOT GIVING UP,NIKKI Haley vowed that will give presidential despite crushing defeat political rival Donald Trump home state Trump emerged victorious South Carolin
nikki haley,2/25/2024,The Atlantic,How Donald Trump Became Unbeatable,here again
nikki haley,2/27/2024,Time,Lawmakers in Both Parties Call to Protect IVF After Alabama Ruling,Lawmakers both parties across country scrambling safeguard access vitro fertilization after Alabama ruling
nikki haley,2/22/2024,NPR,What GOP infighting in South Carolina can and can t tell us about,Horry County South Carolina squabble over official county party sheds light struggles faces more broadly
nikki haley,2/28/2024,Business Insider,Apple s EV exit shows the challenges of the once red hot market,ending abrupt Apple ambitions weren easily realized
nikki haley,2/23/2024,Theonion.com,Nikki Haley Vows To Remain In Race Until Campaign Bus Runs Out Of Gas,COLUMBIA Claiming still quarter tank ready fight Republican presidential candidate Nikki Haley vowed Friday remain race until campaign critics should drop clear
nikki haley,2/23/2024,Politico,She abandoned us Haley s South Carolina problem isn t just Trump,former South Carolina governor largely ignored state grassroots activist base
nikki haley,2/26/2024,The Hill,REPUBLICANS VOTE AGAINST TRUMP IN SC,Alyssa Farah Griffin former White House communications director under President Trump said Republican presidential candidate Nikki Haley strong showing South Carolina Saturday should serve five alarm fire Saturday Trump
nikki haley,2/24/2024,Politico,Haley is winning over some Democrats Enough to make a difference Probably not,think going Democrats participate Democratic strategist said
nikki haley,2/21/2024,The Indian Express,Nikki Haley says she is not dropping out I feel no need to kiss the ring,have fear Trump retribution looking anything from political future zero concern says Nikki Haley
nikki haley,2/27/2024,The-express.com,Haley claims technically Trump can t win election with divided Republicans,Haley claims technically Trump election with divided Republicans First column story link Related stories Three Theories Primary Results Matching Expectations
nikki haley,2/25/2024,Deadline,Donald Trump Wins South Carolina Primary Networks Project,Donald Trump projected handily South Carolina primary tonight defeating last remaining rival race Republican nomination Nikki Haley Haley former governor state stayed race even pundits give
nikki haley,2/25/2024,The Atlantic,Trump the Survivor,always manages find
nikki haley,2/28/2024,The New Yorker,Michigan s Uncommitted Democrats Send a Message to Biden,President Democratic primary easily with more than eighty cent vote more than hundred thousand protest voters have made Gaza issue campaign
nikki haley,3/1/2024,Forbes,Nikki Haley Receives First Endorsement From A Senator,Republican Lisa Murkowski Alaska said proud endorse Haley would uphold ideals Republican Party elected
nikki haley,2/24/2024,Associated Press,Trump enters SC primary looking to embarrass Haley in home state,Former President Donald Trump looking fourth straight primary state Saturday over Nikki Haley South Carolina Trump went into primary with huge polling lead backing state Republicans Haley spent weeks warnin
nikki haley,2/20/2024,Deadline,Nikki Haley Seizes Spotlight With State Of The Race Speech Announcing That She s Not Dropping Out,When Nikki Haley campaign announced Monday that would giving state race speech noon today there immediate speculation that about drop race Instead what announced that staying even
nikki haley,2/24/2024,Forbes,South Carolina s Republican Primary Takes Place Today Here s What To Know,Former President Donald Trump heavily favored state over Nikki Haley South Carolina former governor
nikki haley,2/21/2024,Al Jazeera English,Haley s campaign a giant step for GOP women but bigger still for Trump,Sometimes spite herself Haley campaign exposed sexism Trump enduring hold party
nikki haley,2/26/2024,The New Republic,In Nikki Haley s Candied World Even Losing is Winning For Now,Charleston Saturday very different place from Rock Hill where Donald Trump held election rally before genteel chic palm trees swaying over boutique stores cocktail bars historic downtown gowned
nikki haley,2/20/2024,Forbes,Trump Campaign Projects He ll Win Nomination By March,team predicted near former South Carolina Nikki Haley campaign
nikki haley,2/21/2024,Politico,Haley attracts Biden donors as she tries to chase down Trump,former ambassador attracted thousands donations from those gave president during campaign
nikki haley,2/20/2024,Politico,Haley vows not to drop out calls Trump meaner and more offensive by the day,former South Carolina governor says going anywhere will stay until last person votes
nikki haley,2/26/2024,Slate Magazine,The GOP s Most Panicked Reactions to Alabama s Horrendous IVF Decision,Republicans tripping over themselves disavow latest assault women reproductive freedom
nikki haley,2/25/2024,The Indian Express,Nikki Haley forges ahead despite another loss I am a woman of my word,recent weeks crisscrossing state tour Nikki Haley tried remind voters accomplishments governor ramped attacks Trump
nikki haley,2/22/2024,The New Republic,Economic Despair and the Immigrant Dream in Nikki Haley s Hometown,Elmer Miller pulls Ford into Sunoco barren stretch Highway outside small town Barnwell South Carolina There Confederate flag front license plate frame Sons Confederate Veterans sticker window
nikki haley,2/23/2024,Politico,Trump says he supports IVF after Alabama court decision,Trump addressed issue post Truth Social Friday days after Alabama court ruling declaring embryos children
nikki haley,2/20/2024,Politico,Biden campaign touts M raised in January,Democratic president ended January with million cash hand
nikki haley,2/22/2024,Politico,RGA Chair Lee says he ll support the eventual GOP presidential nominee,have obligation engage primary said
nikki haley,2/20/2024,Biztoc.com,Nikki Haley is telling you she s not going,Scene GREENVILLE Nikki Haley wasn dropping Republican primary wasn running vice president fear Trump retribution going kiss ring would campaign until last person votes What
nikki haley,2/28/2024,Forbes,Trump Defeats Haley In Michigan Republican Primary On Track To Clinch Nomination Next Month,Former South Carolina Nikki Haley Trump only remaining competitor vowed stay race least until Super Tuesday March
nikki haley,2/25/2024,Politico,Hidden in Trump s big South Carolina win A not so small problem for him in November,Trump drew closer nomination showed signs potential weakness November
nikki haley,2/22/2024,Time,How Putin Co Opted the Republican Party,Trump Putin adoration position indistinguishable signs clear CPAC where Navalny death largely dismissed
nikki haley,2/24/2024,Biztoc.com,Is Nikki Haley dropping out of election after South Carolina What she said,With Republican primary South Carolina take place Saturday many eyes state former governor Nikki Haley struggles campaign against boss Donald Trump Haley last remaining major candidate seeking
nikki haley,2/28/2024,Al Jazeera English,Michigan primary takeaways Biden Trump win but Gaza protest sends message,Biden Trump their Michigan primaries Israel Gaza rages uncommitted voters show anger
nikki haley,2/28/2024,NBC News,MICHIGAN RESULTS TONIGHT,MICHIGAN RESULTS TONIGHT Main headline story link Drudge Report Feed needs your support Become Patron
nikki haley,2/20/2024,Forbes,Nikki Haley Says She ll Stay In GOP Race Even If Trump Beats Her In South Carolina,Haley made commitment polls show Trump beating double digit margins South Carolina
nikki haley,2/28/2024,BBC News,Trump and Biden projected to win Michigan primaries,partner expects victories Republican Democratic frontrunners
nikki haley,2/23/2024,Biztoc.com,She abandoned us Haley s South Carolina problem isn t just Trump,Leupp said most grassroots Republicans this point being brutal right think little unfairly brutal Haley overlooking what called accomplishments governor Peggy Upchurch attended Haley event earlier this
nikki haley,2/23/2024,Biztoc.com,Pro Trump Internet Trolls Reportedly Launch Vicious Attacks Against Nikki Haley Portray Ex Governor As Diety Of Destruction,recent development Nikki Haley former governor South Carolina former United Nations ambassador been subjected barrage online attacks Trump internet trolls onslaught reportedly intensified Haley remains
nikki haley,2/28/2024,Time,In Michigan a Win and a Warning for Biden,Biden easily Michigan Democratic primary high share uncommitted voters laid bare frustration within party base
nikki haley,2/29/2024,Time,Tucker Carlson and the Right s Long Love Affair with Dictators,Republican foreign policy hawks going warpath After Tucker Carlson recently traveled mission Moscow interview Russian president Vladimir Putin former Republican congressman Adam Kinzinger called traitor after former pres
nikki haley,2/18/2024,Yahoo Entertainment,Haley bashes Trump for continued silence on Navalny death,Haley bashes Trump continued silence Navalny death First column story link Related stories Cheney warns Putin wing Republican party
nikki haley,2/25/2024,Forbes,Trump Defeats Haley In South Carolina Primary,Haley vowed stay race despite losing four contests
nikki haley,2/21/2024,Politico,Poll Nearly percent of voters say Biden is too old to serve again,Quinnipiac University poll showed that percent registered voters support Biden percent support Trump percent said year president serve another term
nikki haley,2/28/2024,Politico,Judge affirms ouster of Michigan Republican Party leader Karamo,decision against Karamo came after months internal fighting over financial health state
nikki haley,2/28/2024,The Atlantic,A Few Theories on Why Dean Phillips Is Still in the Race,what point does long shot candidacy into pure vanity spectacle
biden,3/13/2024,Wired,The House Passed the Bill That Could Ban TikTok and It Wasn t Close,Senate passes bill President Biden said would sign
biden,3/7/2024,The Verge,How to watch President Joe Biden s State of the Union address,Biden will deliver address last time before November election where likely face former President Donald Trump
biden,3/7/2024,BBC News,Trump challenges Biden to TV debates anytime,Trump says will anytime Biden camp says Republican thirsty attention
biden,3/13/2024,BBC News,Biden and Trump clinch their party nominations,Both pass delegate threshold needed their parties nominations projects
biden,3/15/2024,BBC News,Stormont return positive step forward Biden,president meets Taoiseach Varadkar White House Friday ahead Patrick
biden,3/5/2024,BBC News,Biggest US election day yet as states vote on Super Tuesday,Democrats Republicans choosing they want stand president with Trump Biden rematch looking likely
biden,3/1/2024,Gizmodo.com,No Biden Didn t Admit Texas Wildfires Were Caused by Directed Energy Weapons,Conspiracy theorists spent Thursday trying claim President Biden accidentally admitted that directed energy weapons were being used start devastating wildfires like Texas this week that become largest state history
biden,3/7/2024,BBC News,Biden to give high stakes State of the Union speech,address Congress will rare chance speak huge national audience before November election
biden,3/7/2024,BBC News,Biden faces high stakes address to calm Democrat nerves,president will seek fight concerns over contrast term office with Donald Trump
biden,3/15/2024,BBC News,Biden backs top Democrat calling for Israeli election,Senator Schumer said Thursday that Israel risked becoming pariah with Netanyahu charge
biden,3/8/2024,Gizmodo.com,Truth Social Suffers Outage in Middle of Trump s Furious Live Tweeting About Biden Speech,Truth Social social media platform launched Donald Trump suffered widespread outage Thursday unfortunate timing former president right middle furiously tweeting Truth site torture
biden,3/15/2024,The Verge,Supreme Court to hear case on how the government talks to social media companies,Murthy Missouri could change platforms deal with covid misinformation election disinformation public emergencies
biden,3/2/2024,Business Insider,New poll shows Biden losing some of his voters to Trump and lagging in support among women,poll former President Trump President Biden among likely voters Biden also losing backers Trump
biden,3/14/2024,Engadget,TikTok is now asking users to call their Senators to prevent a US ban,after bill that could lead TikTok United States passed House Representatives company doubling down strategy urging users call lawmakers began pushing messages users asking them
biden,3/8/2024,NPR,Biden touts economic comeback in election year pitch to skeptical voters,President Biden used State Union speech highlight economic gains draw contrast with opponents Polls shows many voters give Biden marks economic stewardship
biden,3/13/2024,Gizmodo.com,Trump Says Humiliating Videos of His Brain Farts Are AI Generated,Former President Donald Trump been quick take advantage unexpected nefarious benefit offered politicians Instead saying that their quotes were taken context when facing unfavorable media coverage they
biden,3/4/2024,Business Insider,The ultimate guide to Super Tuesday,Both President Biden former President Trump commanding positions they seek their respective party nominations
biden,3/7/2024,Business Insider,Biden s change to credit card fees could be worth nearly billion to American consumers,Biden administration limit credit card late fees could worth billions Americans
biden,3/4/2024,Business Insider,CVS and Walgreens will begin selling abortion pills ahead of a key SCOTUS ruling on restricting access to the drug,President Biden pinned hopes reelection abortion debate hailed news
biden,3/5/2024,Business Insider,How Super Tuesday could shape Trump Biden and Haley s future,March marks Super Tuesday make break primary Donald Trump Nikki Haley reaffirm Biden footing race
biden,3/4/2024,Business Insider,Another major poll shows the vast majority of voters don t think Biden is physically fit to serve as president,Sunday separate polls said most adults voters think Biden either mentally physically enough another term
biden,3/6/2024,Business Insider,Surprising misconceptions about Trump and Biden ahead of the election,reporter debunks common misconceptions surrounding Trump Biden ahead their rematch from policy positions personal backgrounds
biden,3/3/2024,Business Insider,A majority of Biden s backers now believe he s too old to effectively serve as president poll says,Times Siena survey likely voters either strongly agreed somewhat agreed that Biden effectively serve White House
biden,3/1/2024,Business Insider,Biden is worried China will use its cars to spy on Americans,President Biden worried China will cars Americans that country could even remotely disable cars functions
biden,3/5/2024,Business Insider,Taylor Swift tells fans to vote on Super Tuesday without endorsing anyone,Swift call action comes after months indignation from pundits Trump himself endorsed Biden general election
biden,3/6/2024,Business Insider,Biden lost the American Samoa caucuses to Jason Palmer a largely unknown businessman,island territory showed once again that bucking rest party though this time handed Biden some embarrassment
biden,3/6/2024,Business Insider,This is happening It s Trump versus Biden and Trump has the upper hand now,latest large national polls show President Biden losing lead Donald Trump gains momentum among likely voters
biden,3/3/2024,Business Insider,Trump again mixed up Obama and Biden during Virginia rally speech,Trump Biden word gaffes have prompted questions about their fitness presidency
biden,3/10/2024,Engadget,Activision Blizzard s ex CEO Bobby Kotick reportedly wants to buy TikTok,Bobby Kotick former Activision Blizzard stepped down last year apparently interested buying TikTok bill threatens force sale According report Wall Street Journal
biden,3/8/2024,Slashdot.org,President Biden Calls for Ban on AI Voice Impersonations,President Biden included rising issue entertainment tech industries during State Union address Thursday evening calling voice impersonations From report Here home have signed over bipartisan
biden,3/12/2024,Business Insider,China s propaganda actors may go rogue and try to influence the elections US intelligence says,Chinese leader Jinping reportedly promised President Biden November that China meddle election
biden,3/14/2024,Business Insider,Putin said Trump wasn t happy with him in because he thought the Russian leader wanted Sleepy Joe to win,Putin said last month that prefer Biden presidential race instead Trump
biden,3/12/2024,NPR,Biden and Trump could clinch presidential nominations after tonight s elections,President Biden former President Donald Trump could both earn enough delegates officially become their parties presidential nominees after Tuesday elections
biden,3/10/2024,NPR,Biden and Trump trade barbs at rival rallies in Georgia,President Biden President Donald Trump warned dire consequences country other wins another term White House pair held dueling rallies Georgia Saturday
biden,3/13/2024,Business Insider,A TikTok ban just got one step closer,Biden said sign passed there guarantee succeed Senate vote
biden,3/5/2024,Yahoo Entertainment,Lawmakers have a new plan to force ByteDance to sell TikTok,group lawmakers have introduced bill that would force ByteDance sell TikTok order remain available United States Protecting Americans from Foreign Adversary Controlled Applications would prohibit stores
biden,3/2/2024,NPR,What Biden s been eating on the trail and what it says about his campaign,President Biden been road where stops bite says about campaign voters trying reach
biden,3/1/2024,Business Insider,This tense showdown between Hunter Biden and Matt Gaetz over drug use is quite something,Gaetz look really think that appropriate Biden said after Gaetz asked been drugs while work
biden,3/7/2024,Business Insider,The State of the Union is Biden s biggest moment before the election,Biden third State Union will come most critical moment also largest audience before election
biden,3/12/2024,NPR,Here are key results in Mississippi s primaries,Voting concludes Mississippi presidential House Senate primaries President Biden former President Donald Trump front runners their party primary ballots
biden,3/6/2024,Business Insider,Mark Cuban says he s not voting for Donald Trump because he doesn t want a snake oil salesperson as President,want snake salesperson President Cuban said former President Donald Trump
biden,3/6/2024,Business Insider,No Michelle Obama isn t going to swoop in and replace Joe Biden,Obama communications director said statement that former first lady will running president
biden,3/8/2024,Business Insider,Biden wants to make it easier for people to buy their first home But there aren t enough houses,President Biden touted number proposals during State Union address some worry help home supply crunch
biden,3/7/2024,Business Insider,Biden facing pressure from the left will order the military to build a Gaza port for aid,State Union address Biden will announce that having military build port deliver Gaza according reports
biden,3/12/2024,Business Insider,Trump s campaign goes into damage control mode after he suggests cutting Medicare and Social Security benefits,Trump have handed Biden campaign gold suggesting cuts entitlement programs like Medicare during call CNBC Squawk Monday
biden,3/15/2024,Business Insider,We asked ChatGPT and Claude to analyze Biden s cognitive abilities based on the Joe Biden Robert Hur transcript Their verdict the president is doing fine,asked ChatGPT Claude assess Biden mental acuity based Biden Robert transcript verdict president doing fine
biden,3/7/2024,Business Insider,Ray Dalio went to a Taylor Swift concert took a selfie and endorsed her for president,Billionaire Dalio wrote Instagram that Taylor Swift ability unite people would make better president than Biden Trump
biden,3/8/2024,Business Insider,Biden presses Israel on Gaza aid during State of the Union There is no other path,Earlier Thursday Biden administration announced that would establish temporary port Gaza allow flow into territory
biden,3/13/2024,Business Insider,A Trump vs Biden rematch is on and it s a showdown most Americans didn t want,contentious replay election looks offing Biden Trump secure their respective parties nominations
biden,3/12/2024,NPR,Here are Washington s presidential primary results,Voting concludes Tuesday Washington presidential primaries President Biden former President Donald Trump front runners their party primary ballots Follow live results
biden,3/12/2024,NPR,Here are Georgia s presidential primary results,Voting concludes Tuesday Georgia presidential primaries President Biden former President Donald Trump front runners their party primary ballots Follow live results
biden,3/1/2024,NPR,How do you feel about the state of America right now We want to hear your thoughts,President Biden will make election year State Union address Thursday amid foreign conflicts domestic uncertainty want hear what your mind
biden,3/8/2024,Business Insider,Biden knows Israel s war in Gaza is a problem for him and he s changing his strategy to address it,Biden taking more aggressive posture toward Israel uncommitted votes pile primary states more rhetoric than policy
biden,3/8/2024,Business Insider,Highlights from Biden s fiery State of the Union address,President Biden addressed Gaza abortion January passionate State Union speech sparred with heckling Republicans
biden,3/10/2024,Business Insider,Long shot Democratic challenger for president credits AI with helping him block a Biden sweep in the primaries,Jason Palmer Democratic challenger president adopted campaign says helped block primary sweep Biden
biden,3/13/2024,Business Insider,Democrats and Republicans voted against a bill that could lead to a TikTok ban,Despite easily clearing House having backing President Biden bill faces uncertain path Senate
biden,3/11/2024,Business Insider,Biden s laws are pouring billions into new infrastructure and it could be a rare opportunity to make communities safer and more sustainable,needs invest trillions infrastructure civil engineers President Biden signed three laws aiming fund projects nationwide
biden,3/11/2024,Business Insider,Fed Chairman Jerome Powell could wind up deciding the presidential election,economy perceptions will vital factors determining whether voters reelect Biden swing Donald Trump
biden,3/11/2024,Business Insider,Biden quips he is young energetic and handsome in million ad campaign,Biden makes light challengers question ability year take office
biden,3/5/2024,Business Insider,Mark Cuban says he will vote for Joe Biden even if the president was being given last rites,they were having last wake versus Trump being given last rites would still vote Biden Cuban said
